22.0,19.0,3.0,12.0,7.0,13.0,9.0,9.0,4.0,5.0,0.0,27.0,16.0,27.0,4.0,26.0,22.0,17.0,13.0,6.0,22.0,4.0,1.0,22.0,19.0,22.0,18.0,13.0,12.0,24.0,8.0,24.0,24.0,25.0,16.0,18.0,28.0,14.0,2.0,26.0,18.0,11.0,28.0,5.0,20.0,18.0,12.0,4.0,1.0,14.0,4.0,22.0,12.0,25.0,22.0,17.0,4.0,28.0,8.0,27.0,6.0,12.0,3.0,20.0,4.0,2.0,22.0,10.0,19.0,12.0,18.0,1.0,26.0,22.0,22.0,22.0,13.0,18.0,17.0,16.0,9.0,9.0,14.0,9.0,22.0,28.0,1.0,14.0,4.0,22.0,28.0,3.0,26.0,0.0,18.0,22.0,14.0,26.0,27.0,18.0,4.0,4.0,4.0,1.0,4.0,20.0,28.0,9.0,13.0,28.0,28.0,22.0,28.0,24.0,13.0,22.0,6.0,12.0,22.0,19.0,16.0,22.0,26.0,20.0,19.0,20.0,18.0,4.0,22.0,28.0,14.0,28.0,14.0,26.0,18.0,17.0,9.0,4.0,14.0,22.0,22.0,20.0,0.0,24.0,26.0,22.0,0.0,12.0,19.0,19.0,6.0,9.0,18.0,17.0,18.0,9.0,8.0,22.0,21.0,26.0,4.0,9.0,4.0,18.0,7.0,26.0,4.0,2.0,18.0,22.0,14.0,8.0,16.0,9.0,18.0,26.0,20.0,4.0,18.0,3.0,18.0,18.0,28.0,22.0,18.0,26.0,6.0,18.0,26.0,26.0,22.0,19.0,18.0,26.0,4.0,21.0,20.0,26.0,18.0,21.0,26.0,17.0
0
